,session_id,user_id,item_id,timeframe,eventdate
274,44,NA,2609,1342083343,2012-07-12
275,44,NA,4522,1342091196,2012-07-12
276,45,NA,529,1335026857,2012-04-22
277,45,NA,62129,1335045024,2012-04-22
278,45,NA,19884,1335045249,2012-04-22
279,45,NA,80443,1335046234,2012-04-22
280,45,NA,14551,1335047671,2012-04-22
281,45,NA,4522,1335059739,2012-04-22
282,45,NA,76536,1335061208,2012-04-22
283,45,NA,108520,1335093236,2012-04-22
284,46,NA,13737,1335304463,2012-04-25
285,46,NA,4522,1335305214,2012-04-25
286,46,NA,74184,1335305917,2012-04-25
287,46,NA,38137,1335339210,2012-04-25
288,46,NA,15063,1335341622,2012-04-25
289,46,NA,11587,1335342655,2012-04-25
290,47,NA,11587,1335476734,2012-04-27
291,47,NA,38137,1335477758,2012-04-27
292,47,NA,5823,1335481058,2012-04-27
293,47,NA,4522,1335493984,2012-04-27
294,47,NA,74854,1335495473,2012-04-27
295,47,NA,14205,1335511396,2012-04-27
296,47,NA,104894,1335514066,2012-04-27
297,48,NA,14205,1335834149,2012-05-01
298,48,NA,104894,1335851283,2012-05-01
299,48,NA,4433,1335866232,2012-05-01
300,48,NA,103434,1335866552,2012-05-01
301,48,NA,108520,1335878041,2012-05-01
302,49,NA,3162,1336289855,2012-05-06
303,49,NA,13146,1336292386,2012-05-06
304,49,NA,37670,1336294643,2012-05-06
305,49,NA,10345,1336296847,2012-05-06
306,49,NA,108520,1336316385,2012-05-06
307,50,NA,14205,1336439538,2012-05-08
308,50,NA,14964,1336453388,2012-05-08
309,50,NA,104894,1336456454,2012-05-08
310,50,NA,107765,1336462432,2012-05-08
311,50,NA,108520,1336483945,2012-05-08
312,51,NA,14205,1336956853,2012-05-14
313,51,NA,104894,1336961724,2012-05-14
314,51,NA,107765,1336990216,2012-05-14
315,51,NA,108520,1337001963,2012-05-14
316,51,NA,10604,1337006332,2012-05-14
317,52,NA,119596,1333427859,2012-04-03
318,52,NA,9821,1333428152,2012-04-03
319,52,NA,67448,1333430499,2012-04-03
320,52,NA,107309,1333446950,2012-04-03
321,52,NA,67448,1333446968,2012-04-03
322,52,NA,105490,1333447005,2012-04-03
323,52,NA,11182,1333456817,2012-04-03
324,53,NA,67448,1333491956,2012-04-04
325,53,NA,11182,1333502328,2012-04-04
326,53,NA,54069,1333502831,2012-04-04
327,53,NA,67448,1333525784,2012-04-04
328,53,NA,133446,1333526048,2012-04-04
329,53,NA,107309,1333529837,2012-04-04
330,54,NA,107309,1333935672,2012-04-09
331,54,NA,133446,1333935715,2012-04-09
332,54,NA,55837,1333948814,2012-04-09
333,54,NA,133446,1333968773,2012-04-09
334,54,NA,67448,1333968794,2012-04-09
335,54,NA,105490,1333976198,2012-04-09
336,55,NA,133446,1334038082,2012-04-10
337,55,NA,67448,1334044001,2012-04-10
338,55,NA,105490,1334044017,2012-04-10
339,55,NA,41938,1334044924,2012-04-10
340,55,NA,81365,1334045726,2012-04-10
341,55,NA,71316,1334046046,2012-04-10
342,55,NA,3899,1334046104,2012-04-10
343,55,NA,103072,1334056463,2012-04-10
344,55,NA,54069,1334057086,2012-04-10
345,55,NA,88984,1334057347,2012-04-10
346,55,NA,107309,1334057856,2012-04-10
347,55,NA,67448,1334057885,2012-04-10
348,55,NA,11182,1334057918,2012-04-10
349,55,NA,67448,1334062160,2012-04-10
350,56,NA,133446,1334141271,2012-04-11
351,56,NA,105398,1334144309,2012-04-11
352,56,NA,3276,1334147454,2012-04-11
353,56,NA,133446,1334148623,2012-04-11
354,56,NA,67448,1334155064,2012-04-11
355,56,NA,105490,1334155082,2012-04-11
356,56,NA,11182,1334155097,2012-04-11
357,57,NA,5156,1334214536,2012-04-12
358,57,NA,37897,1334218813,2012-04-12
359,57,NA,5156,1334218830,2012-04-12
360,57,NA,58764,1334218860,2012-04-12
361,57,NA,66294,1334219271,2012-04-12
362,57,NA,66294,1334220153,2012-04-12
363,58,NA,4522,1335177916,2012-04-23
364,58,NA,74184,1335178101,2012-04-23
365,58,NA,55837,1335181528,2012-04-23
366,58,NA,127530,1335181695,2012-04-23
367,58,NA,67448,1335181726,2012-04-23
368,58,NA,133446,1335181738,2012-04-23
369,59,NA,133446,1335340884,2012-04-25
370,59,NA,11182,1335341813,2012-04-25
371,59,NA,127530,1335341832,2012-04-25
372,59,NA,59350,1335342438,2012-04-25
373,59,NA,55837,1335342550,2012-04-25
374,59,NA,133446,1335364366,2012-04-25
375,60,NA,127530,1336001966,2012-05-03
376,60,NA,41938,1336024790,2012-05-03
377,60,NA,133446,1336033745,2012-05-03
378,60,NA,67448,1336033789,2012-05-03
379,60,NA,105490,1336033803,2012-05-03
380,61,NA,136002,1337036700,2012-05-15
381,61,NA,133446,1337036721,2012-05-15
382,61,NA,67448,1337036732,2012-05-15
383,61,NA,105490,1337036750,2012-05-15
384,61,NA,127530,1337036814,2012-05-15
385,62,NA,133446,1338163095,2012-05-28
386,62,NA,127530,1338163131,2012-05-28
387,62,NA,4836,1338169693,2012-05-28
388,62,NA,93481,1338176854,2012-05-28
389,62,NA,133446,1338201625,2012-05-28
390,63,NA,66158,1339112989,2012-06-08
391,63,NA,6169,1339113165,2012-06-08
392,63,NA,5825,1339113246,2012-06-08
393,63,NA,6794,1339114673,2012-06-08
394,63,NA,89103,1339114705,2012-06-08
395,63,NA,5290,1339124249,2012-06-08
396,63,NA,15300,1339124272,2012-06-08
397,63,NA,89103,1339124287,2012-06-08
398,63,NA,2609,1339146527,2012-06-08
399,63,NA,107596,1339151646,2012-06-08
400,64,NA,4836,1339205476,2012-06-09
401,64,NA,59350,1339206121,2012-06-09
402,64,NA,133446,1339207517,2012-06-09
403,64,NA,13373,1339212616,2012-06-09
404,64,NA,8044,1339215512,2012-06-09
405,64,NA,105490,1339242532,2012-06-09
406,65,NA,13373,1339296319,2012-06-10
407,65,NA,133446,1339308620,2012-06-10
408,65,NA,67448,1339308637,2012-06-10
409,65,NA,119596,1339309725,2012-06-10
410,65,NA,9821,1339309746,2012-06-10
411,65,NA,115779,1339312548,2012-06-10
412,65,NA,8044,1339313458,2012-06-10
413,65,NA,15320,1339314918,2012-06-10
414,66,NA,133446,1349647362,2012-10-08
415,66,NA,67448,1349647381,2012-10-08
416,66,NA,105490,1349647412,2012-10-08
417,66,NA,11299,1349647429,2012-10-08
418,66,NA,133446,1349660877,2012-10-08
419,66,NA,11182,1349660889,2012-10-08
420,66,NA,107309,1349660920,2012-10-08
421,66,NA,127530,1349672324,2012-10-08
422,67,NA,133446,1349954275,2012-10-11
423,67,NA,67448,1349954286,2012-10-11
424,67,NA,11182,1349954293,2012-10-11
425,67,NA,6049,1352599898,2012-11-11
426,67,NA,3943,1352600113,2012-11-11
427,67,NA,23032,1352600283,2012-11-11
428,67,NA,21982,1352601268,2012-11-11
429,67,NA,7421,1352601659,2012-11-11
430,67,NA,5864,1352625221,2012-11-11
431,67,NA,3943,1352625282,2012-11-11
432,67,NA,23032,1352625578,2012-11-11
433,67,NA,2609,1352627459,2012-11-11
434,67,NA,108978,1352627512,2012-11-11
435,67,NA,83570,1352627919,2012-11-11
436,67,NA,4522,1352643120,2012-11-11
437,67,NA,68081,1352643686,2012-11-11
438,67,NA,55837,1352645168,2012-11-11
439,67,NA,67448,1352645984,2012-11-11
440,68,NA,67448,1352716331,2012-11-12
441,68,NA,11299,1352716352,2012-11-12
442,68,NA,127530,1352716366,2012-11-12
443,68,NA,133446,1352716385,2012-11-12
444,68,NA,11299,1352732793,2012-11-12
445,68,NA,127530,1352732809,2012-11-12
446,68,NA,133446,1352732818,2012-11-12
447,68,NA,107309,1352732838,2012-11-12
448,69,NA,6941,1353116159,2012-11-17
449,69,NA,66158,1353118607,2012-11-17
450,69,NA,67597,1353122285,2012-11-17
451,69,NA,107596,1353123753,2012-11-17
452,69,NA,4522,1353134354,2012-11-17
453,69,NA,76602,1353134660,2012-11-17
454,69,NA,74854,1353135523,2012-11-17
455,69,NA,67448,1353158601,2012-11-17
456,69,NA,127530,1353158608,2012-11-17
457,69,NA,11299,1353158616,2012-11-17
458,69,NA,136002,1353158624,2012-11-17
459,69,NA,133446,1353158630,2012-11-17
460,70,NA,115727,1353892437,2012-11-26
461,70,NA,70510,1353892734,2012-11-26
462,70,NA,24382,1353893124,2012-11-26
463,70,NA,20203,1353894278,2012-11-26
464,70,NA,22750,1353896117,2012-11-26
465,70,NA,11182,1353920261,2012-11-26
466,70,NA,67448,1353920276,2012-11-26
467,71,NA,127530,1354324102,2012-12-01
468,71,NA,136002,1354324117,2012-12-01
469,71,NA,133446,1354371306,2012-12-01
470,71,NA,136002,1354371312,2012-12-01
471,71,NA,105490,1354371318,2012-12-01
472,71,NA,127530,1354371333,2012-12-01
473,71,NA,11299,1354371342,2012-12-01
474,72,NA,67448,1356746124,2012-12-29
475,72,NA,11299,1356746143,2012-12-29
476,72,NA,4917,1356779041,2012-12-29
477,72,NA,1212,1356783126,2012-12-29
478,72,NA,21624,1356783154,2012-12-29
479,72,NA,67448,1356793927,2012-12-29
480,73,NA,30326,1334018248,2012-04-10
481,73,NA,17730,1334023881,2012-04-10
482,73,NA,130730,1334024692,2012-04-10
483,73,NA,6294,1334052336,2012-04-10
484,73,NA,84131,1334064634,2012-04-10
485,74,NA,7609,1335555188,2012-04-28
486,74,NA,5693,1335599478,2012-04-28
487,74,NA,7717,1335600646,2012-04-28
488,74,NA,7757,1335607808,2012-04-28
489,74,NA,9353,1335609960,2012-04-28
490,74,NA,2502,1335618835,2012-04-28
491,74,NA,5693,1335622445,2012-04-28
492,75,NA,30326,1342054391,2012-07-12
493,75,NA,135710,1342063142,2012-07-12
494,75,NA,4047,1342070656,2012-07-12
495,75,NA,30326,1342072170,2012-07-12
496,75,NA,114654,1342092303,2012-07-12
497,76,NA,23677,1334005504,2012-04-10
498,76,NA,4550,1334021983,2012-04-10
499,76,NA,106598,1334049235,2012-04-10
500,76,NA,20305,1334053903,2012-04-10
501,76,NA,86820,1334060842,2012-04-10
502,76,NA,122916,1334062807,2012-04-10
503,76,NA,67094,1334065953,2012-04-10
504,77,NA,76758,1335848272,2012-05-01
505,77,NA,42856,1335858047,2012-05-01
506,77,NA,76104,1335877641,2012-05-01
507,77,NA,32456,1335879243,2012-05-01
508,77,NA,86820,1335881539,2012-05-01
509,78,NA,74595,1337187294,2012-05-17
510,78,NA,111144,1337187618,2012-05-17
511,78,NA,23677,1337204060,2012-05-17
512,78,NA,18271,1337223276,2012-05-17
513,78,NA,12263,1337234429,2012-05-17
514,79,NA,106598,1341449952,2012-07-05
515,79,NA,76104,1341450637,2012-07-05
516,79,NA,9709,1341489562,2012-07-05
517,79,NA,80219,1341492533,2012-07-05
518,79,NA,32456,1341494430,2012-07-05
519,79,NA,86820,1341497602,2012-07-05
520,79,NA,76758,1341498612,2012-07-05
521,80,NA,83291,1341525599,2012-07-06
522,80,NA,3787,1341528529,2012-07-06
523,80,NA,21865,1341529815,2012-07-06
524,80,NA,42449,1341530607,2012-07-06
525,80,NA,23677,1341536743,2012-07-06
526,81,NA,83291,1344461318,2012-08-09
527,81,NA,119386,1344465400,2012-08-09
528,81,NA,7481,1344465435,2012-08-09
529,81,NA,23677,1344476343,2012-08-09
530,81,NA,63084,1344481537,2012-08-09
531,82,NA,12998,1351118594,2012-10-25
532,82,NA,80219,1351150340,2012-10-25
533,82,NA,72006,1351157578,2012-10-25
534,82,NA,64231,1351161362,2012-10-25
535,82,NA,112282,1351167849,2012-10-25
536,83,NA,4550,1354575830,2012-12-04
537,83,NA,75310,1354576677,2012-12-04
538,83,NA,50094,1354576912,2012-12-04
539,83,NA,24382,1354580138,2012-12-04
540,83,NA,18557,1354583085,2012-12-04
541,83,NA,20305,1354625492,2012-12-04
542,83,NA,143627,1354627341,2012-12-04
543,84,NA,12998,1355188494,2012-12-11
544,84,NA,64500,1355194713,2012-12-11
545,84,NA,13566,1355195915,2012-12-11
546,84,NA,3787,1355197235,2012-12-11
547,84,NA,21865,1355200508,2012-12-11
548,84,NA,42449,1355201434,2012-12-11
549,85,NA,65457,1362599687,2013-03-07
550,85,NA,123833,1362603862,2013-03-07
551,85,NA,10092,1362607934,2013-03-07
552,85,NA,75131,1362668856,2013-03-07
553,85,NA,39120,1362671887,2013-03-07
554,86,NA,27414,1364622948,2013-03-30
555,86,NA,121926,1364622978,2013-03-30
556,86,NA,45174,1364624749,2013-03-30
557,86,NA,80219,1364653316,2013-03-30
558,86,NA,12998,1364655643,2013-03-30
559,87,NA,47240,1365122894,2013-04-05
560,87,NA,139642,1365126559,2013-04-05
561,87,NA,20305,1365153567,2013-04-05
562,87,NA,104196,1365169351,2013-04-05
563,87,NA,143627,1365169369,2013-04-05
564,87,NA,64231,1365171965,2013-04-05
565,88,NA,12998,1368061907,2013-05-09
566,88,NA,15168,1368074506,2013-05-09
567,88,NA,121926,1368083661,2013-05-09
568,88,NA,12998,1368092790,2013-05-09
569,88,NA,2609,1368107668,2013-05-09
570,89,NA,7811,1333429732,2012-04-03
571,89,NA,8118,1333431572,2012-04-03
572,89,NA,13168,1333442988,2012-04-03
573,89,NA,96241,1333445851,2012-04-03
574,89,NA,48292,1333455309,2012-04-03
575,89,NA,4522,1333457270,2012-04-03
576,90,NA,22130,1333779790,2012-04-07
577,90,NA,29269,1333786563,2012-04-07
578,90,NA,10807,1333789245,2012-04-07
579,90,NA,131031,1333801970,2012-04-07
580,90,NA,29007,1333806103,2012-04-07
581,90,NA,114451,1333808780,2012-04-07
582,90,NA,18504,1333811195,2012-04-07
583,91,NA,58497,1333849788,2012-04-08
584,91,NA,75,1333853265,2012-04-08
585,91,NA,121490,1333858618,2012-04-08
586,91,NA,23065,1333865940,2012-04-08
587,91,NA,12014,1333875533,2012-04-08
588,91,NA,8662,1333877467,2012-04-08
589,91,NA,8662,1333880009,2012-04-08
590,92,NA,4557,1334853451,2012-04-20
591,92,NA,132637,1334881673,2012-04-20
592,92,NA,9887,1334882340,2012-04-20
593,92,NA,3388,1334885894,2012-04-20
594,92,NA,7649,1334899456,2012-04-20
595,92,NA,26209,1334901293,2012-04-20
596,92,NA,4783,1334923973,2012-04-20
597,92,NA,7729,1334929520,2012-04-20
598,92,NA,71165,1334931885,2012-04-20
599,92,NA,126594,1334935979,2012-04-20
600,93,NA,118411,1334943297,2012-04-21
601,93,NA,100777,1334948155,2012-04-21
602,93,NA,117734,1334952002,2012-04-21
603,93,NA,75214,1334971045,2012-04-21
604,93,NA,130686,1334989589,2012-04-21
605,93,NA,134629,1335010906,2012-04-21
606,94,NA,125298,1335164113,2012-04-23
607,94,NA,134765,1335165648,2012-04-23
608,94,NA,8029,1335175406,2012-04-23
609,94,NA,5248,1335176022,2012-04-23
610,94,NA,80067,1335190242,2012-04-23
611,95,NA,12769,1335546869,2012-04-28
612,95,NA,1444,1335553806,2012-04-28
613,95,NA,12956,1335576513,2012-04-28
614,95,NA,1148,1335580774,2012-04-28
615,95,NA,42996,1335582343,2012-04-28
616,95,NA,31072,1335584585,2012-04-28
617,95,NA,132633,1335586989,2012-04-28
618,95,NA,83502,1335593367,2012-04-28
619,95,NA,60374,1335613377,2012-04-28
620,95,NA,36760,1335617348,2012-04-28
621,95,NA,27824,1335622203,2012-04-28
622,96,NA,121939,1335996112,2012-05-03
623,96,NA,123305,1335998686,2012-05-03
624,96,NA,121176,1336000221,2012-05-03
625,96,NA,120018,1336001123,2012-05-03
626,96,NA,39329,1336002438,2012-05-03
627,96,NA,135031,1336003221,2012-05-03
628,96,NA,80494,1336004283,2012-05-03
629,96,NA,119759,1336050521,2012-05-03
630,97,NA,80494,1336159914,2012-05-05
631,97,NA,120018,1336175051,2012-05-05
632,97,NA,121418,1336177186,2012-05-05
633,97,NA,123305,1336178589,2012-05-05
